title,label,Price,officialDate,url,BetTimeStamp,week
Handicap – Game,+6.0,2.270,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-6.0,1.649,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+6.5,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-6.5,1.709,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+7.0,2.040,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-7.0,1.819,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+7.5,1.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-7.5,1.952,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+8.0,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-8.0,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+8.5,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-8.5,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+9.0,1.763,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-9.0,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+9.5,1.735,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-9.5,2.130,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+10.0,1.649,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-10.0,2.270,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,+14.5,1.315,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Handicap – Game,-14.5,3.390,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.904819,
Total – Game,Over 32.5,1.406,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 32.5,2.960,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 36.5,1.636,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 36.5,2.310,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 37,1.680,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 37,2.230,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 37.5,1.729,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 37.5,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 38,1.781,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 38,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 38.5,1.840,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 38.5,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 39,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 39,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 39.5,1.980,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 39.5,1.854,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 40,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 40,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 40.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 40.5,1.746,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 41,2.200,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 41,1.694,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 41.5,2.280,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 41.5,1.649,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Over 45.5,3.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Total – Game,Under 45.5,1.378,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.905803,
Team Total – Game,Over 14.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.906183,
Team Total – Game,Under 14.5,1.892,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.906183,
Team Total – Game,Over 23.5,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.906183,
Team Total – Game,Under 23.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/los-angeles-chargers-vs-denver-broncos/1621502553/#all,2025-12-29T09:31:05.906183,
Money Line – Game,New York Jets,4.620,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.718366,
Money Line – Game,Buffalo Bills,1.199,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.718366,
Handicap – Game,+3.5,2.930,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-3.5,1.408,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+6.5,2.370,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-6.5,1.598,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+7.0,2.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-7.0,1.675,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+7.5,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-7.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+8.0,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-8.0,1.840,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+8.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-8.5,1.884,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+9.0,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-9.0,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+9.5,1.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-9.5,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+10.0,1.819,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-10.0,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+10.5,1.751,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-10.5,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+11.0,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-11.0,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+11.5,1.680,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-11.5,2.210,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,+17.5,1.302,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Handicap – Game,-17.5,3.480,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.719611,
Total – Game,Over 32.5,1.404,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 32.5,2.960,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 37,1.666,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 37,2.250,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 37.5,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 37.5,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 38,1.763,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 38,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 38.5,1.819,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 38.5,2.030,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 39,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 39,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 39.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 39.5,1.892,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 40,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 40,1.819,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 40.5,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 40.5,1.763,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 41,2.170,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 41,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 41.5,2.260,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 41.5,1.662,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 42,2.340,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 42,1.621,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Over 46.5,3.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Total – Game,Under 46.5,1.363,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.720636,
Team Total – Game,Over 13.5,1.787,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.721140,
Team Total – Game,Under 13.5,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.721140,
Team Total – Game,Over 25.5,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.721140,
Team Total – Game,Under 25.5,1.813,2026-01-04,https://www.pinnacle.com/en/football/nfl/new-york-jets-vs-buffalo-bills/1621502555/#all,2025-12-29T09:31:07.721140,
Money Line – Game,Detroit Lions,2.250,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.412642,
Money Line – Game,Chicago Bears,1.680,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.412642,
Handicap – Game,-3.5,2.920,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+3.5,1.409,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-1.5,2.330,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+1.5,1.617,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-1.0,2.290,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+1.0,1.641,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+1.0,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-1.0,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+1.5,2.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-1.5,1.781,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+2.0,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-2.0,1.833,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+2.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-2.5,1.892,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+3.0,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-3.0,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+3.5,1.675,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-3.5,2.230,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+4.0,1.628,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-4.0,2.310,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+4.5,1.598,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-4.5,2.370,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+5.0,1.568,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-5.0,2.440,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,+7.5,1.364,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Handicap – Game,-7.5,3.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.413947,
Total – Game,Over 42.5,1.363,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 42.5,3.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 47,1.641,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 47,2.300,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 47.5,1.684,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 47.5,2.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 48,1.735,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 48,2.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 48.5,1.787,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 48.5,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 49,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 49,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 49.5,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 49.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 50,1.980,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 50,1.854,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 50.5,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 50.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 51,2.130,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 51,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 51.5,2.210,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 51.5,1.689,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Over 52,2.290,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
Total – Game,Under 52,1.645,2026-01-04,https://www.pinnacle.com/en/football/nfl/detroit-lions-vs-chicago-bears/1621502556/#all,2025-12-29T09:31:09.414965,
